ID,Title,Description,Author,Date,Subject,Text,Keywords
10,Noorse prinses Ingrid Alexandra (20) viert verjaardag in het leger ,"De Noorse prinses Ingrid Alexandra viert haar twintigste verjaardag niet thuis, maar in het leger. De oudste dochter van kroonprins Haakon en zijn vrouw Mette-Marit is anderhalve week geleden begonnen aan haar diensttijd.", Door onze entertainmentredactie ,2024-01-21T13:31:00+01:00, Media en Cultuur ,"De Noorse prinses Ingrid Alexandra viert haar twintigste verjaardag niet thuis, maar in het leger. De oudste dochter van kroonprins Haakon en zijn vrouw Mette-Marit is anderhalve week geleden begonnen aan haar diensttijd. Het Noorse koningshuis wenst de prinses op Instagram een gelukkige verjaardag toe. ""Gelukkige verjaardag, prinses Ingrid Alexandra die vandaag twintig jaar wordt"", staat bij een foto van de prinses in uniform. De prinses is begonnen aan haar eerste dienst in het ingenieursbataljon in het Skjold kamp in Indre Troms. Dat is een groot gebied langs de grens met Finland en Zweden. Noorwegen heeft sinds 2015 een dienstplicht voor zowel mannen als vrouw. Het is het eerste land in Europa en binnen de NAVO dat de militaire dienst verplicht maakt voor beide geslachten. De prinses is twaalf maanden lang in dienst bij het Engineer Battalion in Brigade Nord. Dat is de grootste unit van het Noorse leger. Na de basistraining krijgt Ingrid Alexandra een dienstfunctie toegewezen en zal ze een specifiekere opleiding gaan volgen. Tot slot volgt een periode van trainingen en gaat ze praktijkervaring opdoen als militair. Haakon en Mette-Marit hebben twee kinderen. Prins Sverre Magnus is zeventien jaar. Ingrid Alexandra wordt naar verwachting de tweede vrouwelijke monarch van het land, na de vijftiende-eeuwse koningin Margaret. ","Media En Cultuur, Achterklap, Noorwegen, Koningshuis, Media En Cultuur"
11,"Veldrijdster Alvarado bekroont droomstart met zege, Pidcock klopt Ronhaar ",Ceylin del Carmen Alvarado heeft zondag op overtuigende wijze de wereldbekerveldrit in het Belgische Namen gewonnen. De Nederlandse reed al bij de start weg van de concurrentie en werd niet meer bijgehaald. Bij de mannen won Tom Pidcock., Door onze sportredactie ,2023-12-17T14:45:32+01:00, Sport Overig ,"Ceylin del Carmen Alvarado heeft zondag op overtuigende wijze de wereldbekerveldrit in het Belgische Namen gewonnen. De Nederlandse reed al bij de start weg van de concurrentie en werd niet meer bijgehaald. Bij de mannen won Tom Pidcock. Alvarado nam al vrij snel een voorsprong van enkele meters op de rest. Dat kwam mede doordat Puck Pieterse en Lucinda Brand een robbertje met elkaar aan het vechten waren. Na de eerste ronde was het gat al tien seconden. In de daaropvolgende ronden vergrootte Alvarado haar voorsprong tot een halve minuut. Brand kwam nog wel terug tot zeventien seconden, maar zij kon haar landgenote niet meer bedreigen. In de laatste meters werd een balende Brand nog ingehaald door Pieterse. Door haar derde wereldbekerzege van het seizoen verstevigt Alvarado de leiding in het klassement. De Rotterdamse van Alpecin-Deceuninck heeft 235 punten, 75 punten meer dan nummer twee Brand. Wereldkampioen Fem van Empel had zich afgemeld voor de cross in Namen. Bij de mannen ging Pidcock met de overwinning aan de haal. De Brit reed in de voorlaatste ronde weg bij de Nederlander Pim Ronhaar en kwam uiteindelijk solo over de finish. Hij boekte zijn eerste zege van het seizoen. Pidcock liet Ronhaar vijftien seconden achter zich. Met Joris Nieuwenhuis eindigde er nog een Nederlander op het podium. Lars van der Haar moest genoegen nemen met de zesde plaats. Mathieu van der Poel, die zaterdag in Herentals zijn rentree opluisterde met de zege, ontbrak in Namen. Ook zijn Belgische rivaal Wout van Aert was niet van de partij. ","Sport Overig, Veldrijden, Wereldbeker Veldrijden, Ceylin Del Carmen Alvarado, Tom Pidcock, Ronhaar"
12,Gegevens van klanten parkeerapp EasyPark gelekt na cyberaanval ,"Parkeerapp EasyPark is deze week getroffen door een cyberaanval. Volgens de makers zijn gegevens als namen, telefoonnummers en adressen van klanten gelekt.", Door onze techredactie ,2023-12-15T16:51:50+01:00, Tech ,"Parkeerapp EasyPark is deze week getroffen door een cyberaanval. Volgens de makers zijn gegevens als namen, telefoonnummers en adressen van klanten gelekt. Op de website van EasyPark staat dat een deel van de klanten is getroffen door het datalek. Het bedrijf maakt niet bekend hoeveel mensen precies zijn gedupeerd. Mensen van wie gegevens zijn gelekt, krijgen een bericht. EasyPark is een van de bekendste en grootste parkeerapps. De app was eerder bekend als Parkmobile, maar veranderde begin dit jaar van naam na een overname door de EasyPark Group. Parkmobile had op dat moment zo'n drie miljoen gebruikers in Nederland. Bij de cyberaanval is toegang verkregen tot bepaalde contactgegevens die klanten hebben gedeeld. Naast namen en telefoonnummers zijn ook enkele cijfers van IBAN- en creditcardnummers te zien geweest. ""Er kunnen echter geen betalingen gedaan worden met deze onvolledige gegevens"", schrijft EasyPark. Wel waarschuwt het bedrijf dat gestolen gegevens door criminelen gebruikt kunnen worden voor pogingen tot phishing. Daarbij wordt bijvoorbeeld in een e-mail gedaan alsof je een bericht krijgt van een bedrijf, waarna je naar een nepsite wordt geloodst om inlog- of betaalgegevens afhandig te maken. EasyPark biedt excuses aan voor het lek. ""We nemen de bescherming van jouw privacy serieus en streven ernaar jou de best mogelijke ervaring te bieden"", staat in de tekst. ""Het ervaren van een datalek zorgt natuurlijk voor bezorgdheid bij ons allemaal."" ","Tech, Datalekken, Parkeerapp"
13,Kelly Clarkson twee keer in de prijzen gevallen bij Daytime Emmy Awards ,"Kelly Clarkson heeft vrijdag weer twee prijzen gewonnen bij de Daytime Emmy Awards, de belangrijkste Amerikaanse tv-prijzen. De presentatrice van The Kelly Clarkson Show won de prijs voor de beste talkshow en die voor de beste presentator van een talkshow.", Door onze entertainmentredactie ,2023-12-16T10:46:32+01:00, Boek & Cultuur ,"Kelly Clarkson heeft vrijdag weer twee prijzen gewonnen bij de Daytime Emmy Awards, de belangrijkste Amerikaanse tv-prijzen. De presentatrice van The Kelly Clarkson Show won de prijs voor de beste talkshow en die voor de beste presentator van een talkshow. Clarkson won de prijs voor de beste talkshowhost de afgelopen drie jaar ook al met haar programma. The Kelly Clarkson Show won vorig jaar al de prijs voor de beste entertainmenttalkshow. Dit jaar ging de zangeres er dus met de prijs voor de beste talkshow vandoor, door het samenvoegen van de categorieën beste informatieve talkshow en beste entertainmenttalkshow. Clarkson heeft nu in totaal zeven Daytime Emmy's gewonnen met haar serie, die nu bezig is aan het vijfde seizoen. ""Ontzettend bedankt! Ik ben zo trots op mijn hele team"", schrijft de Amerikaanse in een reactie op Instagram. In mei van dit jaar vertelden meerdere oud-medewerkers anoniem over de slechte werksfeer bij het programma van Clarkson. De presentatrice zou niet op de hoogte zijn geweest van de situatie. Om de situatie te verbeteren, zijn alle leidinggevenden - dus ook Clarkson zelf - een training gaan volgen ""om ervoor te zorgen dat grensoverschrijdend gedrag wordt uitgebannen"". Clarkson is naast presentatrice ook zangeres en songwriter. Ze brak bij het grote publiek door met haar overwinning in het eerste seizoen van het televisieprogramma American Idol in 2002. Ze bracht meerdere succesvolle albums uit. ","Boek & Cultuur, Kelly Clarkson, Emmy Awards"
14,"Prins net geklopt door wereldrecordhouder Stolz op 1.000 meter, harde val Nuis ",Tim Prins is zondag knap tweede geworden op de 1.000 meter bij de wereldbeker in Salt Lake City. De Nederlander was slechts acht honderdsten langzamer dan de kersverse wereldrecordhouder Jordan Stolz. Kjeld Nuis viel hard na zijn finish., Door onze sportredactie ,2024-01-28T21:09:45+01:00, Schaatsen ,"Tim Prins is zondag knap tweede geworden op de 1.000 meter bij de wereldbeker in Salt Lake City. De Nederlander was slechts acht honderdsten langzamer dan de kersverse wereldrecordhouder Jordan Stolz. Kjeld Nuis viel hard na zijn finish. Stolz kwam twee dagen na zijn fenomenale wereldrecord (1.05,37) niet in de buurt van een nieuwe toptijd op de 1.000 meter. De negentienjarige Amerikaan klokte op de slotdag van een vol weekend 1.06,32. Prins profiteerde net niet helemaal van de mindere tijd van Stolz. De jonge Nederlander was met 1.06,40 bijna een seconde sneller dan zijn persoonlijk record, dat hij vrijdag neerzette in Salt Lake City (1.07,20). Het leverde een fraaie zilveren medaille op. Het Nederlands record van Nuis (1.06,18) bleef net buiten bereik. De Japanner Tatsuya Shinhama eindigde als derde in 1.06,72. Nuis kwam met 1.06,81 net tekort voor het podium, maar dat was absoluut niet het belangrijkste verhaal van zijn 1.000 meter. De drievoudig olympisch kampioen ging na de finish hard onderuit en verliet het ijs op een brancard en met een brace om zijn nek. De 34-jarige Nuis kampte de afgelopen dagen al met ziekte. Hij reed daardoor de 1.000 meter van vrijdag met de handrem erop en sloeg de 1.500 meter van zaterdag over. Zondag was hij fit genoeg om te starten en voluit te rijden, maar na de finish ging het mis doordat hij op een blokje stapte. Jenning de Boo was de derde Nederlander op plek zes. De Nederlands kampioen reed een persoonlijk record: 1.06,95. Joep Wennemars viel buiten de top tien. De 21-jarige sprinter van Jumbo-Visma eindigde als twaalfde in 1.07,60. Kai Verbij zette een matig seizoen voort. De tweevoudig wereldkampioen op de 1.000 meter werd twintigste en laatste in 1.08,83. De Nederlander was 2,5 seconde langzamer dan zijn persoonlijk record (1.06,34). ","Schaatsen, World Cup Salt Lake City, Jordan Stolz, Tim Prins, Kjeld Nuis, Salt Lake City"
15,Familieleden van vermiste vinden lichaamsdeel in uitgebrand Rotterdams pand ,"Familieleden van een vermiste hebben een lichaamsdeel gevonden in het Rotterdamse gebouw dat maandag is uitgebrand. Zij gingen op eigen houtje op zoek in het verwoeste appartementencomplex, dat met hekken is afgesloten.", Door onze nieuwsredactie ,2024-01-31T13:18:58+01:00, Binnenland ,"Familieleden van een vermiste hebben een lichaamsdeel gevonden in het Rotterdamse gebouw dat maandag is uitgebrand. Zij gingen op eigen houtje op zoek in het verwoeste appartementencomplex, dat met hekken is afgesloten. De familieleden vertelden aan een verslaggever van de NOS en een fotograaf van het ANP dat ze een been hebben gevonden onder het puin. Het gaat om een lichaamsdeel van de 43-jarige Kamran. Familieleden hebben hem herkend aan zijn schoenen, meldt Rijnmond. Volgens hen ligt de rest van het lichaam nog onder het puin. Dinsdag zeiden familieleden al tegen verschillende media dat Kamran een van de drie vermisten is en waarschijnlijk onder het puin ligt. Volgens de ANP-fotograaf zochten ze direct op de plek van Kamrans kantoor en wisten ze precies waar ze moesten kijken. In totaal gingen ongeveer twintig mensen op eigen houtje het terrein op. De politie hield de personen in eerste instantie niet tegen toen zij het terrein betraden. Later werden de mensen gevraagd het terrein te verlaten. Volgens de familie heeft de politie beloofd te helpen met het bergen van het lichaam. Onder die voorwaarde hebben de familieleden het afgesloten terrein weer verlaten. ""Als de hulpdiensten niet gaan helpen, komen we vanavond met veel mensen terug"", zei een familielid tegen de aanwezige journalisten. Hij sprak zelfs van een mogelijke bestorming. Later maakte de politie bekend dat inderdaad begonnen wordt met de sloop van het gebouw om de vermisten te kunnen zoeken. Maandagavond brak na een explosie een grote brand uit in het appartementencomplex aan de Schammenkamp. De brandweer was de hele nacht bezig met blussen. Sinds de brand worden drie mensen vermist. De veiligheidsregio houdt er rekening mee dat de vermisten het pand niet konden verlaten. ","Binnenland, Rotterdam"
16,Jonathan Majors lijkt mishandeling ex-vriendin toe te geven in sms'jes ,Acteur Jonathan Majors lijkt in sms'jes te hebben toegegeven dat hij zijn ex-vriendin Grace Jabbari tijdens hun relatie heeft mishandeld. Dat werd vrijdag bekend tijdens de rechtszaak tegen Majors., Door onze nieuwsredactie ,2023-12-09T09:49:37+01:00, Films & Series ,"Acteur Jonathan Majors lijkt in sms'jes te hebben toegegeven dat hij zijn ex-vriendin Grace Jabbari tijdens hun relatie heeft mishandeld. Dat werd vrijdag bekend tijdens de rechtszaak tegen Majors. Amerikaanse media schrijven dat in de rechtszaal berichten werden voorgelezen waarin Majors zijn inmiddels ex-vriendin vraagt om niet naar het ziekenhuis te gaan met haar verwondingen. ""Ik ben bang dat je geen idee hebt wat er kan gebeuren als je naar het ziekenhuis gaat"", stuurde Majors vorig jaar september naar Jabbari. ""Ze zullen je vragen stellen. En aangezien ik niet denk dat je ons echt beschermt, kan het leiden tot een onderzoek, zelfs als je wel liegt en ze iets vermoeden."" Jabbari las de berichten geëmotioneerd voor in de rechtbank in New York. Ze verzekerde de acteur in een sms'je dat ze hem niet de schuld zou geven in het ziekenhuis. ""Ik zal tegen de dokter zeggen dat ik mijn hoofd heb gestoten."" Ook schreef Majors in berichten dat hij zichzelf iets zou aandoen als ze naar het ziekenhuis zou gaan. ""Ik heb ook liefde nodig. Of misschien ben ik zo'n monster en vreselijke man dat ik het niet verdien"", werd onder meer voorgelezen. Majors wordt door Jabbari beschuldigd van huiselijk geweld. De acteur, die onlangs als schurk Kang te zien was in de Marvel-film Ant-Man and the Wasp: Quantumania, zou haar in maart hebben aangevallen in een auto. ","Films & Series, Achterklap, Media En Cultuur, Sms'jes, Grace Jabbari, Jonathan Majors"
17,Kinderen Jan des Bouvrie krijgen nog geen geld uit erfenis ,"Jean-Marc en Nicole des Bouvrie, de twee oudste kinderen van de overleden Jan des Bouvrie, mogen nog geen geld opeisen uit de erfenis van hun vader. Dat kan pas als Monique, de weduwe van de interieurontwerper, is overleden.", Door onze entertainmentredactie ,2024-01-31T12:57:22+01:00, Achterklap ,"Jean-Marc en Nicole des Bouvrie, de twee oudste kinderen van de overleden Jan des Bouvrie, mogen nog geen geld opeisen uit de erfenis van hun vader. Dat kan pas als Monique, de weduwe van de interieurontwerper, is overleden. Volgens Monique des Bouvrie hebben Nicole en Jean-Marc hun deel van de erfenis al gehad, maar de oudste zoon en dochter van de ontwerper zien dat anders. Zij zijn bang dat er geen geld meer is als Monique is overleden. Hun vrees is onterecht, oordeelde de rechtbank Midden-Nederland woensdag. Jean-Marc en Nicole waren een bodemprocedure gestart om onder meer de hoogte van de erfenis en de manier waarop die wordt uitgekeerd vast te stellen. De twee oudste kinderen van de interieurontwerper, die hij had uit een eerdere relatie, hadden naar eigen zeggen geen zicht op de volledige verdeling van de erfenis. Zij zagen een gang naar de rechter als enige optie. ""Het enige waar het ons om gaat, is dat alles financieel klopt. Het is een ingewikkeld testament en we zijn de inhoud hiervan aan het onderzoeken"", zei Jean-Marc eerder tegen De Telegraaf. Het tweetal liet vorig jaar al beslag leggen op de villa van hun vader, omdat zij vinden dat de erfenis van hun vader niet eerlijk is verdeeld. Monique en de twee jongste kinderen, Jan jr. en Bo, verzochten de rechter vervolgens om het beslag op te heffen. Het drietal wil de villa graag verkopen, maar dat gaat niet als er beslag op ligt. In november besloot de rechtbank dat het beslag inderdaad mocht worden opgeheven. ","Achterklap, Jan Des Bouvrie, Nicole Des Bouvrie, Monique, Jean-marc"
18,Selena Gomez bevestigt relatie met producer Benny Blanco: 'Hij is mijn alles' ,"Selena Gomez heeft een relatie met muziekproducer Benny Blanco, bevestigt de zangeres op Instagram. De geruchten dat de twee samen zijn, gingen al een tijdje.", Door onze entertainmentredactie ,2023-12-08T10:16:23+01:00, Achterklap ,"Selena Gomez heeft een relatie met muziekproducer Benny Blanco, bevestigt de zangeres op Instagram. De geruchten dat de twee samen zijn, gingen al een tijdje. Gomez (31) en Blanco (35) werkten al meerdere keren samen. De eerste keer was in 2015, toen Blanco de nummers Same Old Love en Kill Em van Gomez produceerde. Begin dit jaar bundelden ze wederom hun krachten voor het liedje Single Soon. Blanco heeft ook regelmatig samengewerkt met Justin Bieber, de ex van Gomez. De muziekproducent, die eigenlijk Benjamin Joseph Levin heet, bezocht in oktober een evenement dat de zangeres organiseerde. Daarop ontstonden geruchten dat de twee samen zijn. Fans hebben Gomez naar de roddels gevraagd en op Instagram geeft de zangeres nu antwoord. ""Hij is mijn alles"", schrijft Gomez. ""Hij is het beste wat me ooit is overkomen. Beter dan iedereen met wie ik ooit een relatie heb gehad. Hij is liever voor mij dan wie dan ook."" Ook deelt Gomez een foto waarop ze met haar hoofd op iemands borst ligt. Vermoedelijk is dat Blanco. Gomez had eerder relaties met Bieber en The Weeknd. Sinds een paar jaar is de zangeres vrijgezel. Blanco is bekend als producer en schrijver van talloze hits, waaronder Teenage Dream van Katy Perry, TiK ToK van Kesha en Circus van Britney Spears. Hij werkte mee aan 29 nummer 1-hits. ","Achterklap, Selena Gomez, Benny Blanco"
19,Oorzaak zwangerschapsmisselijkheid eindelijk bekend: hormoon is boosdoener ,"Onderzoekers weten eindelijk wat de belangrijkste oorzaak van misselijkheid en overgeven tijdens de zwangerschap is. De boosdoener is het hormoon GDF15, dat wordt aangemaakt door de foetus en via het bloed bij de zwangere terechtkomt.", Door onze nieuwsredactie ,2023-12-13T23:46:30+01:00, Wetenschap ,"Onderzoekers weten eindelijk wat de belangrijkste oorzaak van misselijkheid en overgeven tijdens de zwangerschap is. De boosdoener is het hormoon GDF15, dat wordt aangemaakt door de foetus en via het bloed bij de zwangere terechtkomt. Experts hadden al wel een vermoeden dat GDF15 iets te maken kon hebben met misselijkheid tijdens de zwangerschap, maar tot nu toe was er veel onduidelijk over de onderliggende oorzaak van misselijkheid tijdens de zwangerschap. Uit het onderzoek, dat werd gepubliceerd in het toonaangevende tijdschrift Nature, blijkt dat vrouwen die voor hun zwangerschap weinig GDF15 in hun lichaam hadden, gevoeliger reageren op een toename van het hormoon dan vrouwen met een hogere dosis. ""We weten nu dat vrouwen ziek worden tijdens de zwangerschap wanneer ze worden blootgesteld aan hogere waarden van het hormoon GDF15 dan ze gewend zijn"", zei een van de onderzoekers tegen The Guardian. Het heeft dus te maken met hoeveel GDF15 de foetus aanmaakt en de tolerantie van de zwangere. Zo'n 80 procent van de zwangere vrouwen ervaart misselijkheid en overgeven. 2 procent van hen lijdt aan een extreme vorm daarvan. Dat heet hyperemesis gravidarum en kan tot uitdroging en opname in het ziekenhuis leiden. De onderzoekers hopen dat het met deze doorbraak makkelijker wordt om een behandeling of medicijn te vinden voor zwangerschapsmisselijkheid, of dat het zelfs kan worden voorkomen. Bijvoorbeeld door vrouwen al extra GDF15 te geven vóór de zwangerschap. ","Wetenschap, Zwangerschap"
20,Luton-verdediger Lockyer getroffen door hartstilstand tijdens Premier League-duel ,Luton Town-verdediger Tom Lockyer is zaterdag uit het niets in elkaar gezakt tijdens de Premier League-wedstrijd op bezoek bij Bournemouth. Het duel werd vervolgens definitief gestaakt., Door onze sportredactie ,2023-12-16T17:41:49+01:00, Voetbal ,"Luton Town-verdediger Tom Lockyer is zaterdag uit het niets in elkaar gezakt tijdens de Premier League-wedstrijd op bezoek bij Bournemouth. Het duel werd vervolgens definitief gestaakt. De spelers van Bournemouth en Luton Town gingen na het incident naar de kleedkamer, terwijl de 29-jarige Lockyer op het veld werd behandeld. Na ongeveer tien minuten werd Lockyer per brancard van het veld gedragen. Zijn club Luton Town meldt dat Lockyer een hartstilstand kreeg en weer bij kennis was toen hij van het veld werd gedragen. Inmiddels is de aanvoerder met zijn naasten in het ziekenhuis voor verdere onderzoeken.  Lockyer ging eerder dit jaar ook al zonder speler in de buurt naar de grond tijdens een wedstrijd. Dat was in de finale van de play-offs om promotie naar de Premier League. Daarna werd Lockyer geopereerd aan zijn hart. Uiteindelijk werd besloten de wedstrijd tussen Bournemouth en Luton Town niet meer uit te spelen. Er was ruim een uur gespeeld en het stond op dat moment 1-1. Luton Town is dit seizoen voor het eerst sinds 1991/1992 actief op het hoogste niveau in Engeland. Lockyer speelt sinds september 2020 bij de cultclub. In de Eredivisie gebeurde het dit seizoen ook al twee keer dat een wedstrijd werd gestaakt vanwege een medisch incident. Bas Dost zakte eind oktober bij AZ-NEC plotseling in elkaar door een ontstoken hartspier. RKC Waalwijk-Ajax werd stilgelegd vanwege een zware blessure van RKC-keeper Etienne Vaessen. ","Voetbal, Nieuws, Nu.nl, Luton, Bournemouth, Tom Lockyer"
21,"Luton-speler Lockyer na hartstilstand nog in ziekenhuis, club vraagt om privacy ","Het is nog onduidelijk hoe het precies gaat met Luton Town-aanvoerder Tom Lockyer, die zaterdag op het veld een hartstilstand kreeg. Zijn club laat zondag weten dat hij nog in het ziekenhuis ligt en vraagt om privacy.", Door onze sportredactie ,2023-12-17T16:27:08+01:00, Voetbal ,"Het is nog onduidelijk hoe het precies gaat met Luton Town-aanvoerder Tom Lockyer, die zaterdag op het veld een hartstilstand kreeg. Zijn club laat zondag weten dat hij nog in het ziekenhuis ligt en vraagt om privacy. De 29-jarige Lockyer zakte tijdens de Premier League-wedstrijd tussen Bournemouth en Luton Town in elkaar en werd op het veld behandeld. Het duel werd uiteindelijk definitief gestaakt. Luton liet zaterdag al weten dat Lockyer bij kennis was toen hij per brancard van het veld werd gedragen. Hij werd onderzocht in het ziekenhuis en dat is nog steeds zo. ""We begrijpen dat de supporters zich zorgen om hem maken en dat er veel media-aandacht is voor zijn toestand"", meldt Luton Town zondag in een verklaring. ""Tom ondergaat nog steeds tests en scans en wacht op de resultaten daarvan, voordat de volgende stappen in zijn herstel worden bepaald. We kunnen niet continu updates over zijn situatie geven en verzoeken alle media om te wachten op updates die de club geeft als de tijd daar rijp voor is."" Eerder dit jaar ging Lockyer ook al een keer uit het niets naar de grond tijdens een wedstrijd. Dat was in de finale van de play-offs om promotie naar de Premier League. Hij onderging na dat incident een hartoperatie. Lockyer speelt sinds het seizoen 2020/2021 voor Luton Town, waar de Welshe international ploeggenoot is van onder anderen Tim Krul en Tahith Chong. De club is dit seizoen voor het eerst actief op het hoogste Engelse niveau. ","Voetbal, Premier League, Luton, Tom Lockyer"
22,Ariana Grande emotioneel na opnames Wicked: ‘Mijn hart doet fysiek pijn’ ,Ariana Grande reageert geëmotioneerd op het einde van de opnames de film Wicked. Via een bericht op Instagram laat de zangeres weten dankbaar te zijn voor de tijd die ze heeft doorgebracht met de makers van de film., Door onze entertainmentredactie ,2024-01-28T15:55:02+01:00, Achterklap ,"Ariana Grande reageert geëmotioneerd op het einde van de opnames de film Wicked. Via een bericht op Instagram laat de zangeres weten dankbaar te zijn voor de tijd die ze heeft doorgebracht met de makers van de film. ""Dit was een enorm grote productie met zoveel briljante mensen die op elke afdeling zo hard werkten"", schrijft ze. ""Elke persoon die aan deze films heeft meegewerkt, was niet alleen absoluut de beste in wat hij of zij deed, maar zorgde er ook voor dat het meer dan een jaar lang elke dag zo ongelooflijk veilig voelde... vriendelijk, attent en elke dag geïnspireerd alsof het altijd de eerste was."" ""Voorlopig doet mijn hart fysiek pijn omdat ik niet meer elke dag met deze ploeg zal delen"", sluit de zangeres het bericht af. Grande speelt de rol van Glinda in de filmversie van de bekende musical. De regisseur van Wicked, Jon M. Chu, deelt ook een bericht op Instagram om iedereen die bij de productie betrokken was te bedanken. ""Bedankt aan de enorme crew en cast voor het ondersteunen van de meest ambitieuze filmproductie waar ik ooit deel van heb uitgemaakt of waar ik ooit getuige van ben geweest"", schrijft Chu bij een foto van de silhouetten van Elphaba en Glinda. Het eerste deel van Wicked komt eind november uit, het tweede deel komt een jaar later in november 2025. ","Achterklap, Ariana Grande"
23,Ik ga dichter bij huis op vakantie nu reizen zo duur is geworden ,"Op NU.nl vind je elke dag een stelling die bij het nieuws past. Vakanties zijn de afgelopen jaren steeds duurder geworden. Niet alleen in het hoogseizoen, maar ook daarbuiten betaal je meer dan voorheen voor je vakantie, en last minutes van 300 euro zijn niet meer te vinden. Vandaag is daarom de stelling: Ik ga dichter bij huis op vakantie nu reizen zo duur is geworden. Breng je stem uit en discussieer mee.", Door onze interactieredactie ,2023-09-11T08:01:21+02:00, Stelling en Praat Mee ,"Op NU.nl vind je elke dag een stelling die bij het nieuws past. Vakanties zijn de afgelopen jaren steeds duurder geworden. Niet alleen in het hoogseizoen, maar ook daarbuiten betaal je meer dan voorheen voor je vakantie, en last minutes van 300 euro zijn niet meer te vinden. Vandaag is daarom de stelling: Ik ga dichter bij huis op vakantie nu reizen zo duur is geworden. Breng je stem uit en discussieer mee. Kun je de reacties niet vinden? Klik boven of onder dit bericht op de knop met daarin het woord 'reacties' om naar de reacties te gaan. Daar kun je jouw reactie of opmerking achterlaten. Of klik hier om direct naar de reacties te gaan. ","Stelling En Praat Mee, Reizen, Vakanties, Nu.nl"
24,Vrouw opgepakt na diefstal van 65 thermosbekers die hit zijn op TikTok ,Een 23-jarige Amerikaanse vrouw is aangehouden nadat zij geprobeerd had 65 thermosbekers van het merk Stanley te stelen. De flessen hadden samen een waarde van bijna 2.000 euro. De bekers van Stanley zijn een grote hit op TikTok., Door onze nieuwsredactie ,2024-01-23T16:53:30+01:00, Opmerkelijk ,"Een 23-jarige Amerikaanse vrouw is aangehouden nadat zij geprobeerd had 65 thermosbekers van het merk Stanley te stelen. De flessen hadden samen een waarde van bijna 2.000 euro. De bekers van Stanley zijn een grote hit op TikTok. De Amerikaanse vrouw heeft maandag de flessen uit een winkel in Californië meegenomen en weigerde ervoor te betalen. Zij negeerde het personeel dat haar verzocht om te betalen en laadde de flessen in haar auto. De ingeschakelde politie hield de auto van de vrouw uiteindelijk aan op een oprit van de snelweg. In haar auto vond de politie 65 thermosbekers. De bekers van Stanley zijn de afgelopen maanden erg populair geworden op sociale media. Influencers vinden de Quencher van Stanley de ideale beker om je water in mee te nemen. Zij verklaarden hun liefde voor het product onder de hashtag #Stanleycup, dat meer dan zeven miljard views heeft op sociaal medium TikTok. Sindsdien is de beker een gadget waarmee vooral jonge vrouwen zich willen onderscheiden. De Stanley Quencher heeft al vaker tot opmerkelijke situaties geleid. TikTokkers in de Verenigde Staten hebben beelden geplaatst dat zij een nacht op een parkeerplaats doorbrachten om er zeker van te zijn dat zij een speciale Starbucksversie van de beker konden kopen. Ook is er een video van een man die over de balie van een Starbucksfiliaal springt, in een poging om een roze versie van de beker te stelen. Het merk Stanley bestaat al 110 jaar en hun bekers hebben het imago om onbreekbaar te zijn. Jarenlang waren fabrieksarbeiders en bouwvakkers de doelgroep. Zo konden zij hun koffie de hele dag warmhouden. De afgelopen jaren is dat veranderd en zijn er bekers in verschillende hippe kleuren en vormen. Ook de politie in Californië heeft de hype opgemerkt en waarschuwt de fans om in hun enthousiasme binnen de grenzen van de wet te blijven. ""Hoewel Stanley Quenchers helemaal in de mode zijn, adviseren wij af te zien van misdaden om de dorst te lessen"", schrijft de politie in een bericht over de diefstal door de vrouw. ","Opmerkelijk, Verenigde Staten, Stanley"
